ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Sale price,Regular price,Categories,Brands,Shipping class,Weight (kg),Length (cm),Width (cm),Height (cm),Meta: _ng_warranty,Meta: _ng_tech_specs,Meta: _ng_ar_title,Meta: _ng_ar_description,Meta: _ng_model_number,Meta: _ng_country_of_origin,Meta: _ng_hs_code,Meta: _ng_voltage,Meta: _ng_lifecycle_status
96,simple,NT-CBL-FSC-001,,10G SFP+ DAC Twinax Cable (1m),1,0,visible,,80,Networking,,Standard,0.15,20,10,3,Standard NGS Warranty,Condition: New | Class: Standard,خطа 10G SFP+ DAC تيفيناكس (1م),<p>هذا الكابل DAC SFP+ 10G مصمم للاستخدام في شبكات البيانات العالية السرعة.</p> <ul> <li><strong>عالي الأداء:</strong> يدعم سرعات نقل بيانات تصل إلى 10 غيغابايت في الثانية.</li> <li><strong>م,,,,,Mainstream
97,simple,NT-SFP-FSC-001,,FS.com 10GBASE-SR SFP+ Transceiver,0,0,visible,,129,Networking,,Standard,0.05,12,8,3,Standard NGS Warranty,Condition: New | Class: Standard,فركس.كوم 10GBASE-SR سفبيس بلس ترانسفيسر,"<p>هذا الترانسيIVER FS.com 10GBASE-SR SFP+ هو الخيار الأمثل لشبكات البيانات السريعة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>سرعة انتقال بيانا",,,,,Mainstream
98,simple,NT-SRV-NVP-001,,NavePoint 1U Cantilever Rack Shelf,0,0,visible,,249,Homelab,,Heavy,3,55,35,8,Standard NGS Warranty,Condition: New | Class: Heavy,رacksHELF 1U قوسية من NavePoint,"<p>يقدم لك NavePoint 1U Cantilever Rack Shelf حلًا فعالًا لتنظيم أدواتك الإلكترونية بفعالية.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""margin-left: 30px;""> <li>تصميم",,,,,Mainstream
99,simple,NT-SRV-CBM-001,,Cable Matters 24-Port Cat6 Patch Panel (1U),0,0,visible,,239,Homelab,,Standard,1.5,55,20,6,Standard NGS Warranty,Condition: New | Class: Standard,كيبل ماترز 24-Port Cat6 Patch Panel (1U),"<p>تتميز لوحة التوصيل Cat6 24-بوابات من Cable Matters بتصميمها المتطور وقوتها في معالجة البيانات.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""margin-left: 20px;""> <li>ت",,,,,Mainstream
100,simple,NT-SRV-STC-001,,StarTech RK12WALLOA 12U Wall-Mount Rack,0,0,visible,,1399,Homelab,,Oversized,18,65,55,65,Standard NGS Warranty,Condition: New | Class: Oversized,رacks StarTech RK12WALLOA 12U لصقل جداري,"<p>تعد رف StarTech RK12WALLOA 12U المثبت على الجدار الخيار الأمثل لتنظيم وحماية أجهزة الكمبيوتر والشبكات في مراكز البيانات الصغيرة.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""",,,,,Mainstream
101,simple,NT-UPS-APC-002,,APC Back-UPS Pro BX1500M (Tower),0,0,visible,1599,1839,Homelab,,Oversized,12,45,30,22,Standard NGS Warranty,Condition: New | Class: Oversized,أي بي سي بæk-آب آر باس برو بكس1500م (توير),"<p>يعد Back-UPS Pro BX1500M من APC حلًا مثاليًا للحماية من انقطاع التيار الكهربائي في بيئات العمل المنزلية والتجارية.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl",,,,,Mainstream
102,simple,NT-UPS-CYB-001,,CyberPower OR1500LCDRM1U (1500VA 1U),0,0,visible,2099,2419,Homelab,,Oversized,14,55,35,12,Standard NGS Warranty,Condition: New | Class: Oversized,كابايوراوتر أر1500لسيدرم1يو (1500واط 1يو),"<!-- فقرة افتتاحية واحدة --> <p>يعد CyberPower OR1500LCDRM1U نظامًا كهربائيًا موثوقًا وفعالًا يوفر حماية شاملة للكمبيوترات والأنظمة الإلكترونية.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <h2>ل",,,,,Mainstream
103,simple,NT-UPS-APC-001,,APC Smart-UPS SMT1500RM2UC (1500VA Rack),0,0,visible,,4899,Homelab,,Oversized,22,58,38,12,Standard NGS Warranty,Condition: New | Class: Oversized,أي بي سي سمارت آبس إس إم تي 1500 في أي راك,<p>يتميز جهاز APC Smart-UPS SMT1500RM2UC (1500VA Rack) بقدرته على توفير حماية فعالة للمعدات الإلكترونية أثناء انقطاع التيار الكهربائي.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul styl,,,,,Mainstream
104,simple,NT-NAS-QNP-002,,QNAP TS-262-4G (2-Bay),0,0,visible,,1899,Homelab,,Heavy,2.5,30,22,18,Standard NGS Warranty,Condition: New | Class: Heavy,كيو ناب TS-262-4G (2-Bay),"<p>هذا الجهاز الرقمي المتطور من QNAP يوفر حل تخزين البيانات الأمثل لمستخدميه.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>دعم أجهزة الذاكرة ذات ال",,,,,Mainstream
105,simple,NT-NAS-QNP-001,,QNAP TS-464-8G (4-Bay),0,0,visible,,2799,Homelab,,Heavy,3.5,32,25,22,Standard NGS Warranty,Condition: New | Class: Heavy,كيو ناب TS-464-8G (4-Bay),"<p>المنتج المتميز QNAP TS-464-8G هو حل تخزين بيانات متقدم يوفر أداءً عاليًا وموثوقية ممتازة.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""margin-left: 20px;""> <li>يتميز بمعالج Intel Atom X5-",,,,,Mainstream
106,simple,NT-NAS-SYN-002,,Synology DS925+ (4-Bay),0,0,visible,,3499,Homelab,,Heavy,3.5,32,25,22,Standard NGS Warranty,Condition: New | Class: Heavy,سينولوجي DS925+ (4-Bay),"<!-- فقرة افتتاحية واحدة --> <p>الإنتراكتور المثالي لمنزلك، Synology DS925+ (4-Bay) يجمع بين الأداء القوي والموثوقية العالية في نظام تخزين متعدد الاستخدامات.</p> <!-- قسم ""لماذا هذا المنتج؟""",,,,,Mainstream
107,simple,NT-NAS-SYN-001,,Synology DS225+ (2-Bay),0,0,visible,2099,2419,Homelab,,Heavy,2.5,28,22,18,Standard NGS Warranty,Condition: New | Class: Heavy,سينولوجي DS225+ (2-Bay),"<p>إنه حل تخزين بيانات متقدم يجمع بين الأداء العالي والموثوقية.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""list-style-type: disc;""> <li>معالج Intel Atom E3805D بسرعة 1",,,,,Mainstream
108,simple,NT-WAP-TPL-002,,TP-Link Omada EAP650,0,0,visible,799,919,Networking,,Standard,0.6,28,28,8,Standard NGS Warranty,Condition: New | Class: Standard,تي بي لينك Omada EAP650,"<!-- فقرة افتتاحية واحدة --> <p>تتميز محطة Wi-Fi المتنقلة TP-Link Omada EAP650 بقدراتها المتقدمة وموثوقيتها، مما يجعلها الخيار الأمثل لشبكات الشركات الصغيرة والمتوسطة.</p> <!-- قسم ""لماذا هذا",,,,,Mainstream
109,simple,NT-WAP-TPL-001,,TP-Link Omada EAP610,0,0,visible,599,689,Networking,,Standard,0.6,28,28,8,Standard NGS Warranty,Condition: New | Class: Standard,تي بي لينك Omada EAP610,<!-- فقرة افتتاحية واحدة --> <p>تتميز محطة Wi-Fi المدمجة TP-Link Omada EAP610 بقدراتها القوية وتصميمها المبتكر، مما يجعلها الخيار الأمثل لتحسين تغطية الشبكة في منازل وأماكن العمل.</p> <!-- قس,,,,,Mainstream
110,simple,NT-WAP-UBQ-002,,Ubiquiti UniFi U7 Pro,0,0,visible,1399,1609,Networking,,Standard,0.5,25,25,8,Standard NGS Warranty,Condition: New | Class: Standard,يوبيكويتي UniFi U7 Pro,<p>تتميز شبكة Wi-Fi Ubiquiti UniFi U7 Pro بتقنية متقدمة تضمن سرعة وثبات الاتصال.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>سرعة اتصال Wi-Fi تصل إلى 867 ميجابت في الثاني,,,,,Mainstream
111,simple,NT-WAP-UBQ-001,,Ubiquiti UniFi U6 Pro,1,0,visible,,910,Networking,,Standard,0.5,25,25,8,Standard NGS Warranty,Condition: New | Class: Standard,يوبيكويتي UniFi U6 Pro,"<p>يتميز جهاز Ubiquiti UniFi U6 Pro بتصميم مبتكر يجمع بين الأداء العالي والموثوقية.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc; margin-left: 30px;"">",,,,,Mainstream
112,simple,NT-NET-UBQ-001,,Ubiquiti USW-Pro-24-PoE,1,0,visible,,2370,Networking,,Heavy,5.5,55,35,8,Standard NGS Warranty,Condition: New | Class: Heavy,يوبيكويتي USW-Pro-24-PoE,"<p>يتميز جهاز التبادل الرقمي Ubiquiti USW-Pro-24-PoE بتصميمه المبتكر وقوته في تقديم خدمات الشبكة.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction: ltr;""> <li>يوفر",,,,,Mainstream
113,simple,NT-NET-MKT-004,,MikroTik CRS312-4C+8XG-RM,0,0,visible,,2799,Networking,,Standard,2,35,22,5,Standard NGS Warranty,Condition: New | Class: Standard,ميكروتيك CRS312-4C+8XG-RM,"<p>يقدم MikroTik CRS312-4C+8XG-RM حلًا شاملًا لشبكات البيانات الصغيرة والمتوسطة الحجم، مع مزيج قوي من الأداء والموثوقية.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction:",,,,,Mainstream
114,simple,NT-NET-MKT-003,,MikroTik CRS328-24P-4S+RM (PoE),0,0,visible,2699,3109,Networking,,Heavy,5,55,35,8,Standard NGS Warranty,Condition: New | Class: Heavy,ميكروتيك CRS328-24P-4S+RM (PoE),<p>تتميز شبكة MikroTik CRS328-24P-4S+RM (PoE) بأدائها القوي وموثوقيتها العالية، مما يجعلها الخيار الأمثل لشبكات الشركات الصغيرة والمتوسطة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2>,,,,,Mainstream
115,simple,NT-NET-MKT-002,,MikroTik CRS326-24G-2S+RM,0,0,visible,,1199,Networking,,Heavy,3.5,55,30,8,Standard NGS Warranty,Condition: New | Class: Heavy,ميكروتيك CRS326-24G-2S+RM,"<p>تتميز شبكة MikroTik CRS326-24G-2S+RM بقدرتها على توفير حلول متعددة الاستخدامات في مجال الشبكات الصغيرة والمتوسطة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;",,,,,Mainstream
116,simple,NT-NET-MKT-001,,MikroTik CRS305-1G-4S+IN,0,0,visible,,999,Networking,,Standard,0.5,18,14,5,Standard NGS Warranty,Condition: New | Class: Standard,ميكروتيك CRS305-1G-4S+IN,<p>هذا الراوتر القوي مصمم خصيصًا لشبكات الأعمال الصغيرة والمتوسطة، مع دعم متعدد الأجهزة وسرعة عالية.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>دعم 4 أجهزة USB للتخز,,,,,Mainstream
117,simple,SH-SWB-SWBT-003,,SwitchBot Blind Tilt,0,0,visible,,479,Smart Home & IoT,,Standard,0.15,14,10,5,Standard NGS Warranty,Condition: New | Class: Standard,سويتشBot Blind Tilt,<div> <p>SwitchBot Blind Tilt هو حل ذكي يتيح لك التحكم في نوافذ الستائر من خلال هاتفك الذكي، مما يجعل عملية فتح وغلق الستائر أكثر سهولة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul,,,,,Mainstream
118,simple,SH-SWB-SWBT-002,,SwitchBot Bot (Smart Button Pusher),0,0,visible,,239,Smart Home & IoT,,Standard,0.1,10,8,5,Standard NGS Warranty,Condition: New | Class: Standard,_switchBot بوت (مُدَفِّع زر ذكي)_,<div> <p>تستعرض لكم SwitchBot Bot، زر ذكي يتيح لك التحكم في أجهزتك الذكية بسهولة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>يتميز بتصميم فريد وسهل الاستخدام.</li>,,,,,Mainstream
119,simple,SH-SWB-SWBT-001,,SwitchBot Hub 2 (Matter Enabled),0,0,visible,479,559,Smart Home & IoT,,Standard,0.2,14,10,5,Standard NGS Warranty,Condition: New | Class: Standard,سويتشBot Hub 2 (Matter Enabled),"<p>تتميز تقنية التحكم الذكي في المنزل باستخدام SwitchBot Hub 2 (Matter Enabled) بسهولة وفعالية غير مسبوقة.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction: rtl;"">",,,,,Mainstream
120,simple,SH-HUB-HUBI-001,,Hubitat Elevation C-8 Pro,0,0,visible,,1199,Smart Home & IoT,,Standard,0.3,16,12,6,Standard NGS Warranty,Condition: New | Class: Standard,محطات إيليفيشن C-8 برو,"<!-- فقرة افتتاحية واحدة --> <p>يقدم جهاز Hubitat Elevation C-8 Pro حلًا شاملًا للمراقبة والتحكم في منزلك الذكي.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <strong>لماذا هذا المنتج؟</strong>",,,,,Mainstream
121,simple,SH-HUB-HASS-001,,Home Assistant Green,1,0,visible,,890,Smart Home & IoT,,Standard,0.3,16,12,6,Standard NGS Warranty,Condition: New | Class: Standard,هوم أسيستنت Green,"<p>تتميز منصة Home Assistant Green بقدرتها على تحسين إدارة الأجهزة الذكية في المنزل بشكل فعّال وسهل.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""margin-left: 20px;""> <li>واجهة م",,,,,Mainstream
122,simple,SH-HUB-AQRA-001,,Aqara Hub M3,0,0,visible,899,1039,Smart Home & IoT,,Standard,0.25,14,10,5,Standard NGS Warranty,Condition: New | Class: Standard,مجمع أقارة M3,"<p>أدخل عالم التحكم الذكي بفضل أقارة هاب م3، جهاز مركز متقدم يربط بين جميع أدواتك الذكية.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>د",,,,,Mainstream
123,simple,SH-BLD-IKEA-001,,IKEA FYRTUR Blackout Smart Roller Blind,0,0,visible,949,1099,Smart Home & IoT,,Oversized,3.5,100,15,12,Standard NGS Warranty,Condition: New | Class: Oversized,ROLLER BLIND FYRTUR ذكي مقفول الألوان أسود,"<!-- فقرة افتتاحية واحدة --> <p>إليك حلول التحكم الذكي في الإضاءة مع علامة تجارية موثوقة: IKEA FYRTUR Blackout Smart Roller Blind.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <section> <",,,,,Mainstream
124,simple,SH-BLD-SWBT-001,,SwitchBot Curtain 3,0,0,visible,,649,Smart Home & IoT,,Standard,0.3,18,10,8,Standard NGS Warranty,Condition: New | Class: Standard,سويتشBot Curtain 3,"<p>تتميز سماعة SwitchBot Curtain 3 بسهولة التشغيل والتحكم عن بعد في الأقفال الكهربائية للنوافذ.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>إمكاني",,,,,Mainstream
125,simple,SH-VDB-EUFY-001,,Eufy Video Doorbell E340 (Dual Camera),0,0,visible,,999,Smart Home & IoT,,Standard,0.5,22,14,8,Standard NGS Warranty,Condition: New | Class: Standard,يوفي Video جرس باب E340 (Dual كاميرا),"<!-- فقرة افتتاحية واحدة --> <p>إنه الحل الأمثل لحماية منزلك، مع الكاميرا المزدوجة والذكاء الصناعي.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <strong>لماذا هذا المنتج؟</strong> <ul>",,,,,Mainstream
126,simple,SH-VDB-RING-001,,Ring Battery Doorbell Plus,0,0,visible,,999,Smart Home & IoT,,Standard,0.45,20,14,8,Standard NGS Warranty,Condition: New | Class: Standard,Ring Battery جرس باب Plus,"<p>هذا البابلير الكهربائي من Ring هو الحل الأمثل لحماية منزلك وتحسين تجربة الاستقبال.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc; margin-left: 30px;"">",,,,,Mainstream
127,simple,SH-CAM-RELK-001,,Reolink Argus 4 Pro (4K),0,0,visible,899,1039,Smart Home & IoT,,Standard,0.5,18,14,10,Standard NGS Warranty,Condition: New | Class: Standard,ريولينك أرگوس 4 برو (4K),"<p>تتميز كاميرا Reolink Argus 4 Pro بجودة الفيديو الـ4K وتقنيات الذكاء الصناعي المتقدمة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>دقة في",,,,,Mainstream
128,simple,SH-CAM-EUFY-001,,Eufy eufyCam 3 (4K + HomeBase 3 Kit),0,0,visible,,1649,Smart Home & IoT,,Heavy,3.5,35,28,18,Standard NGS Warranty,Condition: New | Class: Heavy,يوفي يوفيCam 3 (4K + HomeBase 3 Kit),"<p>تتميز كاميرا Eufy Cam 3 وملحقاتها بجودة الصورة الاحترافية والحماية الذكية للمنزل.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>دعم الفيدي",,,,,Mainstream
129,simple,SH-CAM-ARLO-001,,Arlo Pro 5 2K Spotlight Camera,0,0,visible,,1549,Smart Home & IoT,,Standard,0.6,20,15,10,Standard NGS Warranty,Condition: New | Class: Standard,Arlo Pro 5 2K Spotlight كاميرا,"<!-- فقرة افتتاحية واحدة --> <p>تتميز كاميرا Arlo Pro 5 2K Spotlight بجودة الصورة الفائقة وتقنيات الأمان المتقدمة.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <strong>لماذا هذا المنتج؟</strong>",,,,,Mainstream
130,simple,SH-CAM-RING-001,,Ring Indoor Cam (2nd Gen),0,0,visible,,479,Smart Home & IoT,,Standard,0.25,14,10,6,Standard NGS Warranty,Condition: New | Class: Standard,캠 داخلي رينج (الجيل الثاني),<p>تتميز كاميرا Ring Indoor Cam (2nd Gen) بجودة الصورة الواضحة والقدرة على التعرف على الحركة، مما يجعلها الخيار الأمثل لحماية منزلك.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=,,,,,Mainstream
131,simple,SH-PLG-MERS-001,,Meross Smart Plug Mini MSS110 (HomeKit),0,0,visible,,159,Smart Home & IoT,,Standard,0.1,10,8,5,Standard NGS Warranty,Condition: New | Class: Standard,Meross قابس ذكي Mini MSS110 (HomeKit),"<p>استمتع بتحكمك الذكي في أجهزتك المنزلية مع مروس سمارت بلاغ ميني MSS110 (هومكيت).</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>تصميم صغير و",,,,,Mainstream
132,simple,SH-PLG-TPLK-001,,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",0,0,visible,,149,Smart Home & IoT,,Standard,0.2,14,10,6,Standard NGS Warranty,Condition: New | Class: Standard,"تي بي لينك Tapo P125M قابس ذكي (Matter, 2-pack)","<p>موصل ذكي متعدد الاستخدامات من تپلینک، يتيح لك التحكم في الأجهزة الكهربائية عن بعد.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction: rtl;""> <li>دعم ماثر (Matter",,,,,Mainstream
133,simple,SH-THR-ECOB-001,,Ecobee Smart Thermostat Premium,0,0,visible,,1549,Smart Home & IoT,,Standard,0.5,20,16,8,Standard NGS Warranty,Condition: New | Class: Standard,thermostat الذكي المتميز إيكوببي,"<p>يقدم Ecobee Smart Thermostat Premium تجربة دفء ذكية وفعالة في إدارة درجة الحرارة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>يتميز بذكا",,,,,Mainstream
134,simple,SH-THR-NEST-001,,Google Nest Learning Thermostat (4th Gen),0,0,visible,,1699,Smart Home & IoT,,Standard,0.5,18,14,8,Standard NGS Warranty,Condition: New | Class: Standard,نظام تدفئة ذكي متعلم من جوجل (4세대),<p>تتميز أنظمة التدفئة الذكية Google Nest Learning Thermostat (4th Gen) بتقنية ذكاء اصطناعي متقدمة تتيح لك إدارة درجة الحرارة في منزلك بكل سهولة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2>,,,,,Mainstream
135,simple,SH-RVC-ECVX-001,,Ecovacs Deebot X9 Pro Omni,0,0,visible,,5699,Smart Home & IoT,,Oversized,14,55,45,45,Standard NGS Warranty,Condition: New | Class: Oversized,إيكوفاكس Deebot X9 Pro Omni,"<p>تستعد منزلك للاستمتاع بأحدث التقنيات الذكية مع Ecovacs Deebot X9 Pro Omni، الروبوت المروни الأكثر تقدماً في تنظيف منازلنا.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-s",,,,,Mainstream
136,simple,SH-RVC-DREM-001,,Dreame L50 Ultra,0,0,visible,,4599,Smart Home & IoT,,Oversized,13,55,45,45,Standard NGS Warranty,Condition: New | Class: Oversized,دريم L50 Ultra,<p>تتميز Dreame L50 Ultra بتصميمها المبتكر وعمر البطارية الطويل، مما يجعلها الخيار الأمثل للمسافرين والمستخدمين اليوميين.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>عمر,,,,,Mainstream
137,simple,SH-RVC-RBRC-001,,Roborock Qrevo CurvX,0,0,visible,,4599,Smart Home & IoT,,Oversized,13,55,45,45,Standard NGS Warranty,Condition: New | Class: Oversized,روبوروك Qrevo CurvX,"<!-- فقرة افتتاحية واحدة --> <p>روبروكوك Qrevo CurvX هو روبوت تنظيف أرضيات مبتكر يجمع بين الأداء العالي والتصميم المميز.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <h2><strong>لماذا هذا المنتج؟",,,,,Mainstream
138,simple,SH-LGT-GOVE-002,,Govee Glide Hexagon Light Panels Ultra (10-pack),0,0,visible,1299,1499,Smart Home & IoT,,Heavy,2.5,45,35,12,Standard NGS Warranty,Condition: New | Class: Heavy,لوايات هексا곤 إضائة جلدي جلايد (10-قطعة),"<p>تستعرض لكم منتج Govee Glide Hexagon Light Panels Ultra (10-pack)، حل مبتكر لضياء منازلك.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>تصميم هكسa",,,,,Mainstream
139,simple,SH-LGT-GOVE-001,,Govee RGBIC LED Strip M1 (5m),0,0,visible,399,459,Smart Home & IoT,,Standard,0.4,30,8,5,Standard NGS Warranty,Condition: New | Class: Standard,يفي رGBIC ليد ستريپ م1 (5م),"<p>تعد شريط الإضاءة LED Govee RGBIC M1 (5m) الخيار الأمثل للمنزل والديكورات الداخلية، حيث تتميز بألوانها المتنوعة وسهولة التحكم.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""list-style-type: dis",,,,,Mainstream
140,simple,SH-LGT-LIFX-001,,LIFX Color A19 1100lm Bulb,0,0,visible,279,329,Smart Home & IoT,,Standard,0.2,14,10,10,Standard NGS Warranty,Condition: New | Class: Standard,ليفك كولور أ19 1100lm بولب,<p>لمحة عن LIFX Color A19 1100lm Bulb: إنها ضوء متعدد الاستخدامات الذي يجمع بين الجمال والكفاءة في واحدة من الحلول الإضاءة الذكية.</p> <ul> <li><strong>التحكم الذكي:</strong> يمكن التحكم في لون وس,,,,,Mainstream
141,simple,SH-LGT-PHUE-002,,Philips Hue Gradient Lightstrip (2m),0,0,visible,,1149,Smart Home & IoT,,Standard,0.5,35,10,8,Standard NGS Warranty,Condition: New | Class: Standard,ليدز Gradientsية من فิلسبي (2m),"<p>تتميز شريط الإضاءة Philips Hue Gradient بتصميمها الفريد وتقنياتها المتقدمة، مما يجعلها الخيار الأمثل لمنزلك.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction: rtl;"">",,,,,Mainstream
142,simple,SH-LGT-PHUE-001,,Philips Hue Starter Kit (3x A19 + Bridge),0,0,visible,,899,Smart Home & IoT,,Standard,0.8,25,20,14,Standard NGS Warranty,Condition: New | Class: Standard,كit البدأية فيلips هو (3x A19 + بريج),"<p>تستعد منزلك لعالم الذكاء الاصطناعي مع مزيج فريد من الإضاءة Philips Hue.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>التحكم عن بعد باستخد",,,,,Mainstream
143,simple,SH-LCK-AUGS-001,,August Wi-Fi Smart Lock (4th Gen),0,0,visible,1299,1499,Smart Home & IoT,,Standard,0.7,22,16,10,Standard NGS Warranty,Condition: New | Class: Standard,august Wi-Fi ذكي قفل الجيل الرابع,"<p>موكل ذكي August Wi-Fi Smart Lock (4th Gen) هو حل أمني مبتكر يتيح لك التحكم في باب منزلك عن بعد.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""direction: rtl;""> <li>التحكم عن بع",,,,,Mainstream
144,simple,SH-LCK-AQRA-001,,Aqara Smart Lock U200,0,0,visible,1249,1439,Smart Home & IoT,,Standard,1.5,28,20,12,Standard NGS Warranty,Condition: New | Class: Standard,آلة التحكم الذكي أقارة U200,"<p>موصل ذكي مصمم للتحكم في الأبواب بسهولة ودقة، يوفر أمانًا عاليًا لمنزلك.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""list-style-type: disc;""> <li>يتميز بميزات الأ",,,,,Mainstream
145,simple,SH-LCK-YALE-001,,Yale Assure Lock 2 Wi-Fi,0,0,visible,,1549,Smart Home & IoT,,Standard,1.5,28,20,12,Standard NGS Warranty,Condition: New | Class: Standard,قفل يالى تأكد 2 ويفي,"<p>يقدم Yale Assure Lock 2 Wi-Fi حلًا آمنًا وعالي التقنية لحماية باب منزلك.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""list-style-type: disc; margin-left: 20px;""> <li>",,,,,Mainstream
146,simple,SH-DSP-GGLE-001,,Google Nest Hub (2nd Gen),0,0,visible,,699,Smart Home & IoT,,Standard,0.8,25,20,12,Standard NGS Warranty,Condition: New | Class: Standard,Google نست هاب (2nd Gen),<p>يتميز جوجل نست هاب الثاني بتصميمه المبتكر وواجهته البسيطة التي تجعل التحكم في المنزل أكثر سهولة.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul> <li>شاشة عرض عالية الدقة (10.1,,,,,Mainstream
147,simple,SH-DSP-AMZN-001,,Amazon Echo Show 8 (3rd Gen),0,0,visible,,999,Smart Home & IoT,,Standard,1,28,22,14,Standard NGS Warranty,Condition: New | Class: Standard,أمازون إيكو شو 8 (الجيل الثالث),"<p>إنه جهاز ذكي متعدد الاستخدامات يجمع بين الصوت الرائع والشاشة اللمسية في تصميم أنيق.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc; margin-left: 20px;"">",,,,,Mainstream
148,simple,SH-SPK-AMZN-002,,Amazon Echo Dot (5th Gen),0,0,visible,399,459,Smart Home & IoT,,Standard,0.35,14,14,12,Standard NGS Warranty,Condition: New | Class: Standard,إيكو دوت (الجيل الخامس),<p>أطلق على نفسك تجربة الذكاء الصناعي في المنزل مع Amazon Echo Dot (5th Gen)، جهاز صوت ذكي يجمع بين التكنولوجيا المتقدمة والتصميم المبتكر.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul,,,,,Mainstream
149,simple,SH-SPK-GGLE-001,,Google Nest Audio,0,0,visible,699,809,Smart Home & IoT,,Standard,1.2,22,18,14,Standard NGS Warranty,Condition: New | Class: Standard,نست أوديو,"<!-- فقرة افتتاحية واحدة --> <p>يقدم جوجل ناست أوديو تجربة صوتية مذهلة مع تصميم بسيط وعالي الجودة.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul",,,,,Mainstream
150,simple,SH-SPK-APPL-001,,Apple HomePod Mini,0,0,visible,,699,Smart Home & IoT,,Standard,0.4,12,12,12,Standard NGS Warranty,Condition: New | Class: Standard,آبل HomePod Mini,"<!-- فقرة افتتاحية واحدة --> <p>إنه جهاز صوت مدمج يجمع بين التصميم المبتكر والجودة الصوتية العالية في حجم صغير.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <section> <h2><strong>لماذا هذ",,,,,Mainstream
