ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Sale price,Regular price,Categories,Brands,Shipping class,Weight (kg),Length (cm),Width (cm),Height (cm),Meta: _ng_warranty,Meta: _ng_tech_specs,Meta: _ng_ar_title,Meta: _ng_ar_description,Meta: _ng_model_number,Meta: _ng_country_of_origin,Meta: _ng_hs_code,Meta: _ng_voltage,Meta: _ng_lifecycle_status
134,simple,SH-THR-NEST-001,,Google Nest Learning Thermostat (4th Gen),1,0,visible,,1699,Smart Home & IoT,,Standard,0.5,18,14,8,Standard NGS Warranty,Condition: New | Class: Standard,نظام تدفئة ذكي متعلم من جوجل (4세대),<p>تتميز أنظمة التدفئة الذكية Google Nest Learning Thermostat (4th Gen) بتقنية ذكاء اصطناعي متقدمة تتيح لك إدارة درجة الحرارة في منزلك بكل سهولة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2>,,,,,Mainstream
135,simple,SH-RVC-ECVX-001,,Ecovacs Deebot X9 Pro Omni,1,0,visible,,5699,Smart Home & IoT,,Oversized,14,55,45,45,Standard NGS Warranty,Condition: New | Class: Oversized,إيكوفاكس Deebot X9 Pro Omni,"<p>تستعد منزلك للاستمتاع بأحدث التقنيات الذكية مع Ecovacs Deebot X9 Pro Omni، الروبوت المروни الأكثر تقدماً في تنظيف منازلنا.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-s",,,,,Mainstream
136,simple,SH-RVC-DREM-001,,Dreame L50 Ultra,1,0,visible,,4599,Smart Home & IoT,,Oversized,13,55,45,45,Standard NGS Warranty,Condition: New | Class: Oversized,دريم L50 Ultra,<p>تتميز Dreame L50 Ultra بتصميمها المبتكر وعمر البطارية الطويل، مما يجعلها الخيار الأمثل للمسافرين والمستخدمين اليوميين.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>عمر,,,,,Mainstream
137,simple,SH-RVC-RBRC-001,,Roborock Qrevo CurvX,1,0,visible,,4599,Smart Home & IoT,,Oversized,13,55,45,45,Standard NGS Warranty,Condition: New | Class: Oversized,روبوروك Qrevo CurvX,"<!-- فقرة افتتاحية واحدة --> <p>روبروكوك Qrevo CurvX هو روبوت تنظيف أرضيات مبتكر يجمع بين الأداء العالي والتصميم المميز.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <h2><strong>لماذا هذا المنتج؟",,,,,Mainstream
138,simple,SH-LGT-GOVE-002,,Govee Glide Hexagon Light Panels Ultra (10-pack),1,0,visible,1299,1499,Smart Home & IoT,,Heavy,2.5,45,35,12,Standard NGS Warranty,Condition: New | Class: Heavy,لوايات هексا곤 إضائة جلدي جلايد (10-قطعة),"<p>تستعرض لكم منتج Govee Glide Hexagon Light Panels Ultra (10-pack)، حل مبتكر لضياء منازلك.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>تصميم هكسa",,,,,Mainstream
139,simple,SH-LGT-GOVE-001,,Govee RGBIC LED Strip M1 (5m),1,0,visible,399,459,Smart Home & IoT,,Standard,0.4,30,8,5,Standard NGS Warranty,Condition: New | Class: Standard,يفي رGBIC ليد ستريپ م1 (5م),"<p>تعد شريط الإضاءة LED Govee RGBIC M1 (5m) الخيار الأمثل للمنزل والديكورات الداخلية، حيث تتميز بألوانها المتنوعة وسهولة التحكم.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""list-style-type: dis",,,,,Mainstream
140,simple,SH-LGT-LIFX-001,,LIFX Color A19 1100lm Bulb,1,0,visible,279,329,Smart Home & IoT,,Standard,0.2,14,10,10,Standard NGS Warranty,Condition: New | Class: Standard,ليفك كولور أ19 1100lm بولب,<p>لمحة عن LIFX Color A19 1100lm Bulb: إنها ضوء متعدد الاستخدامات الذي يجمع بين الجمال والكفاءة في واحدة من الحلول الإضاءة الذكية.</p> <ul> <li><strong>التحكم الذكي:</strong> يمكن التحكم في لون وس,,,,,Mainstream
141,simple,SH-LGT-PHUE-002,,Philips Hue Gradient Lightstrip (2m),1,0,visible,,1149,Smart Home & IoT,,Standard,0.5,35,10,8,Standard NGS Warranty,Condition: New | Class: Standard,ليدز Gradientsية من فิلسبي (2m),"<p>تتميز شريط الإضاءة Philips Hue Gradient بتصميمها الفريد وتقنياتها المتقدمة، مما يجعلها الخيار الأمثل لمنزلك.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction: rtl;"">",,,,,Mainstream
142,simple,SH-LGT-PHUE-001,,Philips Hue Starter Kit (3x A19 + Bridge),1,0,visible,,899,Smart Home & IoT,,Standard,0.8,25,20,14,Standard NGS Warranty,Condition: New | Class: Standard,كit البدأية فيلips هو (3x A19 + بريج),"<p>تستعد منزلك لعالم الذكاء الاصطناعي مع مزيج فريد من الإضاءة Philips Hue.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>التحكم عن بعد باستخد",,,,,Mainstream
143,simple,SH-LCK-AUGS-001,,August Wi-Fi Smart Lock (4th Gen),1,0,visible,1699,1699,Smart Home & IoT,,Standard,0.7,22,16,10,Standard NGS Warranty,Condition: New | Class: Standard,august Wi-Fi ذكي قفل الجيل الرابع,"<p>موكل ذكي August Wi-Fi Smart Lock (4th Gen) هو حل أمني مبتكر يتيح لك التحكم في باب منزلك عن بعد.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""direction: rtl;""> <li>التحكم عن بع",,,,,Mainstream
144,simple,SH-LCK-AQRA-001,,Aqara Smart Lock U200,1,0,visible,1699,1699,Smart Home & IoT,,Standard,1.5,28,20,12,Standard NGS Warranty,Condition: New | Class: Standard,آلة التحكم الذكي أقارة U200,"<p>موصل ذكي مصمم للتحكم في الأبواب بسهولة ودقة، يوفر أمانًا عاليًا لمنزلك.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""list-style-type: disc;""> <li>يتميز بميزات الأ",,,,,Mainstream
145,simple,SH-LCK-YALE-001,,Yale Assure Lock 2 Wi-Fi,1,0,visible,,1549,Smart Home & IoT,,Standard,1.5,28,20,12,Standard NGS Warranty,Condition: New | Class: Standard,قفل يالى تأكد 2 ويفي,"<p>يقدم Yale Assure Lock 2 Wi-Fi حلًا آمنًا وعالي التقنية لحماية باب منزلك.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""list-style-type: disc; margin-left: 20px;""> <li>",,,,,Mainstream
146,simple,SH-DSP-GGLE-001,,Google Nest Hub (2nd Gen),1,0,visible,,699,Smart Home & IoT,,Standard,0.8,25,20,12,Standard NGS Warranty,Condition: New | Class: Standard,Google نست هاب (2nd Gen),<p>يتميز جوجل نست هاب الثاني بتصميمه المبتكر وواجهته البسيطة التي تجعل التحكم في المنزل أكثر سهولة.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul> <li>شاشة عرض عالية الدقة (10.1,,,,,Mainstream
147,simple,SH-DSP-AMZN-001,,Amazon Echo Show 8 (3rd Gen),1,0,visible,,999,Smart Home & IoT,,Standard,1,28,22,14,Standard NGS Warranty,Condition: New | Class: Standard,أمازون إيكو شو 8 (الجيل الثالث),"<p>إنه جهاز ذكي متعدد الاستخدامات يجمع بين الصوت الرائع والشاشة اللمسية في تصميم أنيق.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc; margin-left: 20px;"">",,,,,Mainstream
148,simple,SH-SPK-AMZN-002,,Amazon Echo Dot (5th Gen),1,0,visible,399,459,Smart Home & IoT,,Standard,0.35,14,14,12,Standard NGS Warranty,Condition: New | Class: Standard,إيكو دوت (الجيل الخامس),<p>أطلق على نفسك تجربة الذكاء الصناعي في المنزل مع Amazon Echo Dot (5th Gen)، جهاز صوت ذكي يجمع بين التكنولوجيا المتقدمة والتصميم المبتكر.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul,,,,,Mainstream
149,simple,SH-SPK-GGLE-001,,Google Nest Audio,1,0,visible,699,809,Smart Home & IoT,,Standard,1.2,22,18,14,Standard NGS Warranty,Condition: New | Class: Standard,نست أوديو,"<!-- فقرة افتتاحية واحدة --> <p>يقدم جوجل ناست أوديو تجربة صوتية مذهلة مع تصميم بسيط وعالي الجودة.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul",,,,,Mainstream
150,simple,SH-SPK-APPL-001,,Apple HomePod Mini,1,0,visible,,699,Smart Home & IoT,,Standard,0.4,12,12,12,Standard NGS Warranty,Condition: New | Class: Standard,آبل HomePod Mini,"<!-- فقرة افتتاحية واحدة --> <p>إنه جهاز صوت مدمج يجمع بين التصميم المبتكر والجودة الصوتية العالية في حجم صغير.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <section> <h2><strong>لماذا هذ",,,,,Mainstream
151,simple,SH-SPK-AMZN-001,,Amazon Echo (4th Gen),1,0,visible,,699,Smart Home & IoT,,Standard,1,20,18,18,Standard NGS Warranty,Condition: New | Class: Standard,أمازون إيكو (الجيل الرابع),<p>أعلمني بأحدث الأخبار والتوقعات الجوية وقم بتشغيل الموسيقى مباشرة من صوتك مع جهاز Amazon EchoFourth Generation.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>شاشة عرض 5.5,,,,,Mainstream
152,simple,NG-SEC-007,,Eufy Video Doorbell S330 - Dual Camera Smart Doorbell (2K + Package Cam),1,0,visible,,1449,Security & Surveillance,,Standard,1,25,18,12,Standard NGS Warranty,Condition: New | Class: Standard,يوفي Video جرس باب S330 - Dual كاميرا Smart جرس باب (2K + Package Cam),<div> <p>إذا كنت ترغب في رؤية كل ما يحدث عند باب منزلك، سواء كان ذلك الوجه الزائر أو حقيبته، فهذا هو الحل الأمثل.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li>الكاميرا المزدوجة,,,,,Mainstream
153,simple,NG-SEC-006,,Ajax Hub 2 Plus - Professional Wireless Smart Alarm System,1,0,visible,,2499,Security & Surveillance,,Standard,0.8,22,16,8,Standard NGS Warranty,Condition: New | Class: Standard,محرك أ贾克斯 2 بلس - نظام إنذار ذكي sans線路無線專業版,<p>نظام إنذار ذكي متقدم لحماية ما يهمك.</p> <ul> <li><strong>200 جهاز:</strong> اتصل بالمراقبات الحركية، نقاط الاتصال باب، أجهزة الكشف عن الدخان، وأجهزة كشف تسرب المياه.</li> <li><strong>ثلاثة,,,,,Mainstream
154,simple,NG-SEC-005,,Reolink 16-Channel PoE NVR (RLN16-410) - 4K Network Video Recorder,1,0,visible,,2444,Security & Surveillance,,Heavy,3.5,40,32,10,Standard NGS Warranty,Condition: New | Class: Heavy,ريولينك 16-قناة مراقبة شبكيه PoE (RLN16-410) - سجل صوتية الشبكة بدقة 4K,<p>مركز تحكم شامل في المراقبة لمنزلك أو عملك.</p> <ul> <li><strong>16 قناة PoE:</strong> اربط 16 كاميرا مباشرة باستخدام كابل إيثرنت واحد لكل كاميرا.</li> <li><strong>حد أقصى دقة 12MP:</strong>,,,,,Mainstream
155,simple,NG-SEC-004,,Ubiquiti UniFi Protect G4 Doorbell Pro - 5MP Smart Doorbell with Fingerprint Reader,1,0,visible,,3140,Security & Surveillance,,Standard,0.8,22,16,10,Standard NGS Warranty,Condition: New | Class: Standard,يوبيكويتي UniFi Protect G4 جرس باب Pro - 5MP Smart جرس باب with Fingerprint Reader,<p>العندل الذكي الأكثر تقدماً في العالم.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li><span>5MP كاميرا:</span> منظور واسع يغطي الباب والمنطقة المحيطة بتفاصيل عالية.</li> <l,,,,,Mainstream
156,simple,NG-SEC-003,,Hikvision DS-2CD2143G2-I - 4MP AcuSense Dome Camera,1,0,visible,,749,Security & Surveillance,,Standard,0.5,15,12,10,Standard NGS Warranty,Condition: New | Class: Standard,هيكسيونس دس-2cd2143ج2-إي - كاميرا قبة حادة الأدراك 4 ميجابكسل,<p>هيكفينسون DS-2CD2143G2-I، أحدث إصدار من كاميرات المراقبة الذكية التي تجمع بين الجودة والذكاء الاصطناعي.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li>تقنية AcuSense: خوارزمية الت,,,,,Mainstream
157,simple,NG-SEC-002,,Reolink Argus 4 Pro - Solar-Powered Wireless 4K Security Camera,1,0,visible,,1199,Security & Surveillance,,Standard,0.5,18,14,10,Standard NGS Warranty,Condition: New | Class: Standard,Reolink Argus 4 Pro - Solar-Powered لاسلكي 4K Security كاميرا,<p>surveillance بدون كابلات، بدون فواتير الكهرباء، بدون حدود.</p> <ul> <li><strong>مدعوم بالطاقة الشمسية:</strong> لوحة شمسية مدمجة تضمن الشحن الدائم للبطارية.</li> <li><strong>4K كاميرا:</str,,,,,Mainstream
158,simple,NG-SEC-001,,Reolink RLC-810A - 4K PoE AI Security Camera,1,0,visible,,639,Security & Surveillance,,Standard,0.6,18,14,10,Standard NGS Warranty,Condition: New | Class: Standard,كاميرا أمان ذكية متصلة بالطاقة عبر الشبكة Reolink RLC-810A - 4K,<p>-surveillance لا تعرف حدودها مع كاميرا Reolink RLC-810A.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <ul> <li>True 4K: يوفر 3840×2160 بكسلًا للتفاصيل الواضحة حتى مع التكبير,,,,,Mainstream
159,simple,NG-DRN-008,,DJI Pocket 3 - Pocket-Sized Gimbal Camera with 1-Inch Sensor,1,0,visible,2999,3449,Drones & Robotics,,Standard,0.5,22,15,10,Standard NGS Warranty,Condition: New | Class: Standard,دي جي آي Pocket 3 - Pocket-Sized Gimbal كاميرا with 1-Inch Sensor,<p>استوديو تصوير كاميرا صغيرة في جيبك.</p> <ul> <li><strong>1-Inch Sensor:</strong> أداء ضوئي رائع في الظلام مع عمق حقل طبيعي.</li> <li><strong>3-Axis Gimbal:</strong> استقرار ميكانيكي حقيقي ل,,,,,Mainstream
160,simple,NG-DRN-007,,"Roborock S8 MaxV Ultra - Smart Robot Vacuum with 10,000Pa Suction",1,0,visible,7699,8859,Smart Home & IoT,,Oversized,14,55,45,45,Standard NGS Warranty,Condition: New | Class: Oversized,"روبوروك S8 MaxV Ultra - Smart روبوت تنظيف with 10,000Pa Suction","<p>روبوت تنظيف المنزل الذكي Roborock S8 MaxV Ultra، قوة شفط تصل إلى 10,000Pa يضمن لك نظافة منزلك بأتمتة.</p> <ul> <li><strong>قوة الشفط القوية:</strong> مع 10,000Pa، يقوم بتنظيف البلاطات والنباء",,,,,Mainstream
161,simple,NG-DRN-006,,FIMI X8 Mini V2 - 4K Drone at 245g with Competitive Pricing,1,0,visible,,2399,Drones & Robotics,,Standard,1.5,30,22,12,Standard NGS Warranty,Condition: New | Class: Standard,FIMI X8 Mini V2 - كاميرا 4K موزع بوزن 245 جرام مع أسعار تنافسية,<p>يقدم لك FIMI X8 Mini V2 مواصفات مذهلة بسعر تنافسي يقل عن أغلب المنافسين.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li><span>245g:</span> تحت الحد الأقصى البالغ 249g، لا تحتاج إل,,,,,Mainstream
162,simple,NG-DRN-005,,Insta360 X4 - 8K 360-Degree Camera,1,0,visible,,3499,Drones & Robotics,,Standard,0.6,22,14,10,Standard NGS Warranty,Condition: New | Class: Standard,إنستا 360 X4 - 8K 360-Degree كاميرا,<p>التقط كل شيء، ثم اختار الزاوية المثلى لاحقًا.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <li>8K/30fps في 360°: أعلى دقة متاحة في كاميرا 360 درجة للجمهور.</li> <li>الاسترجاع ال,,,,,Mainstream
163,simple,NG-DRN-004,,DJI RS 4 - 3-Axis Gimbal Stabilizer for Professional Cameras,1,0,visible,,3099,Drones & Robotics,,Heavy,2.5,42,22,12,Standard NGS Warranty,Condition: New | Class: Heavy,دي جي آي RS 4 - 3-Axis Gimbal Stabilizer for Professional كاميراs,<p>استقرئ استقرارًا فائقًا مع DJI RS 4 - مستقيم ثلاثي المحاور للكاميرات المهنية.</p> <ul> <li><strong>3kg Payload:</strong> يدعم كاميرات مثل Sony A7IV و Canon R6 II مع عدسات كبيرة.</li> <li><s,,,,,Mainstream
164,simple,NG-DRN-003,,DJI Osmo Action 5 Pro - 4K/120fps Waterproof Action Camera,1,0,visible,,2499,Drones & Robotics,,Standard,0.5,18,12,8,Standard NGS Warranty,Condition: New | Class: Standard,دي جي آي Osmo Action 5 Pro - 4K/120fps Waterproof كاميرا أكشن,"<p>الكاميرا التي لا تتوقف، تحت أي ظروف.</p> <ul> <li><strong>4K/120fps:</strong> تسجيل بطيء الحركة في جودة 4K الكاملة.</li> <li><strong>1/1.3"" سينسور:</strong> أداء ضوئي مدهش في الظلام الدامس.",,,,,Mainstream
165,simple,NG-DRN-002,,DJI Avata 2 - Immersive FPV Drone with Goggles,1,0,visible,,4099,Drones & Robotics,,Heavy,3.5,40,32,18,Standard NGS Warranty,Condition: New | Class: Heavy,دي جي آي Avata 2 - Immersive FPV درون with Goggles,<p>استمتع بتجربة الطيران الأولى من نوعها مع DJI Avata 2 - أول طائرة بدون طيار يرتد فيها القارئ قناعًا لرؤية مباشرة.</p> <ul> <li><strong>قناع الرؤية المباشرة:</strong> عرض ميكرو-OLED 1080p للرؤية,,,,,Mainstream
166,simple,NG-DRN-001,,DJI Mini 4 Pro - Sub-249g Drone with 4K/60fps Camera,1,0,visible,6099,7019,Drones & Robotics,,Standard,1.5,32,25,12,Standard NGS Warranty,Condition: New | Class: Standard,دي جي آي Mini 4 Pro - Sub-249g درون with 4K/60fps كاميرا,"درونز DJI Mini 4 Pro <p>درونز تصويري يناسب حجم قبضة اليد.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""list-style-type: disc;""> <li><span>وزنه أقل من 249 جرام:</span> معفٍ",,,,,Mainstream
167,simple,NG-CBL-008,,HDMI 2.1 8K Fiber Optic Cable (10m) - Zero Signal Loss,1,0,visible,,359,Cables & Adapters,,Standard,0.4,32,8,5,Standard NGS Warranty,Condition: New | Class: Standard,كابل ألياف ضوئية HDMI 2.1 8K (10م) - بدون فقدان إشارة,<p>هذا الكابل الرقمي الألياف الضوئية HDMI 2.1 8K (10m) يوفر تجربة بصرية فائقة مع خسارة صوتية و visuals مثالية.</p> <ul> <li><strong>10 أمتار، بدون خسارة:</strong> يضمن الألياف الضوئية نقل الإشارة,,,,,Mainstream
168,simple,NG-CBL-007,,DAC SFP+ 10G Direct Attach Cable (3m) - Direct Switch-to-Switch Connection,1,0,visible,,229,Cables & Adapters,,Standard,0.2,22,8,4,Standard NGS Warranty,Condition: New | Class: Standard,DAC SFP+ 10G Direct Attach كابل (3m) - Direct سويتش-to-سويتش Connection,<p>تربط أجهزة الشبكة بسرعة 10 غيجابت بأقل تكلفة.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <li>السرعة الكاملة لـ 10 جيجابايت في الكابل المعدني المباشر.</li> <li>حد الأدنى من الت,,,,,Mainstream
169,simple,NG-CBL-006,,Ugreen 5-in-1 USB-C Dock - HDMI 4K + Ethernet + USB 3.0,1,0,visible,249,289,Cables & Adapters,,Standard,0.2,16,10,4,Standard NGS Warranty,Condition: New | Class: Standard,docking坞 端口 5-in-1 عبر USB-C - HDMI 4K + إثارة الشبكة العنكبوتية + USB 3.0,<p>جهاز Ugreen 5-in-1 USB-C Dock يجمع خمسة منافذ ضرورية في جهاز صغير حجم أظافر الإصبع.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <ul> <li>HDMI 4K@60Hz: عرض كامل بسرعة ت鲜度高达,,,,,Mainstream
170,simple,NG-CBL-005,,Baseus USB-C 100W Charging Cable (2m) - Fast Charge for Laptops and Phones,1,0,visible,,109,Cables & Adapters,,Standard,0.1,22,6,3,Standard NGS Warranty,Condition: New | Class: Standard,كابل الشحن USB-C 100W (2م) - شحن سريع للكمبيوترات المحمولة والأجهزة المحمولة,<p>تجمع سلك الشحن USB-C 100W من Baseus كل ما تحتاجه لشحن جهازك بسرعة.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <li>يوفر تيار شحن قوي يصل إلى 100W، مما يسمح بشحن سريعة لأجهزة الكمب,,,,,Mainstream
171,simple,NG-CBL-004,,Ugreen Cat 8 Ethernet Cable (5m) - 40Gbps Network Cable,1,0,visible,,149,Cables & Adapters,,Standard,0.2,22,8,4,Standard NGS Warranty,Condition: New | Class: Standard,Ugreen Cat 8 Ethernet كابل (5m) - 40Gbps Network كابل,<p>تستحق شبكة منزلك سرعات تتناسب مع أجهزتك.</p> <ul> <li><strong>40Gbps / 2000MHz:</strong> يدعم شبكات 10GbE، 25GbE و 40GbE.</li> <li><strong>S/FTP Shielding:</strong> حماية مزدوجة (箔 + 编织) تم,,,,,Mainstream
172,simple,NG-CBL-003,,Cable Matters Thunderbolt 4 Cable (2m) - 40Gbps with 100W Charging,1,0,visible,,419,Cables & Adapters,,Standard,0.15,22,6,3,Standard NGS Warranty,Condition: New | Class: Standard,كيبل ماترز Thunderbolt 4 كابل (2m) - 40Gbps with 100W Charging,<p>تجمع كابل <span>Cable Matters Thunderbolt 4</span> كل الوظائف في كابل واحد: نقل البيانات، البث الفيديو، وشحن الطاقة.</p> <ul> <li><strong>40Gbps:</strong>&nbsp;نقل بيانات سريع لاستوديوهات التو,,,,,Mainstream
173,simple,NG-CBL-002,,Anker USB-C Hub 7-in-1 - Multi-Port Adapter for Laptops,1,0,visible,,349,Cables & Adapters,,Standard,0.2,16,10,4,Standard NGS Warranty,Condition: New | Class: Standard,انكر USB-C Hub 7-in-1 - Multi-Port محول for Laptops,<p>احول منفذ USB-C واحد على لاب توبك إلى سبع نقاط اتصال.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <li>HDMI 4K@30Hz: يمكّنك من عرض الصورة بجودة 4K على شاشة خارجية أو معدات العرض.</,,,,,Mainstream
174,simple,NG-CBL-001,,Ugreen USB-C to HDMI 2.1 Cable (2m) - 8K@60Hz Output,1,0,visible,,219,Cables & Adapters,,Standard,0.15,22,6,3,Standard NGS Warranty,Condition: New | Class: Standard,كابل Ugreen USB-C إلى HDMI 2.1 (2م) - إخراج بجودة 8K@60Гц,<p>تُظهر شاشتك على أضخم الخشبات بجودة تفاصيل عالية.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <li>دعم الـ HDMI 2.1 لعرض 8K@60Hz و4K@120Hz للتجربة البصرية الفاخرة.</li> <li>السرع,,,,,Mainstream
175,simple,NG-3DP-008,,Phrozen Sonic Mini 8K S - 22-Micron Pixel Resin 3D Printer,1,0,visible,,2899,3D Printing & CNC,,Oversized,7,40,35,45,Standard NGS Warranty,Condition: New | Class: Oversized,فروزن Sonic Mini 8K S - 22-Micron Pixel Resin طابعة ثلاثية الأبعاد,"<p>صغير الحجم، غير محدود في الدقة.</p> <ul> <li><strong>لماذا هذا المنتج؟</strong></li> <li>8K رésolution: شاشة عرض 7,500 × 3,240 لتفاصيل سطحية ultra-smooth.</li> <li>22-micron Pixels: من",,,,,Mainstream
176,simple,NG-3DP-007,,Creality Sonic Pad - Klipper Tablet to Supercharge Your 3D Printer,1,0,visible,,1049,3D Printing & CNC,,Standard,0.8,25,20,8,Standard NGS Warranty,Condition: New | Class: Standard,كريالتي Sonic Pad - Klipper Tablet to Supercharge Your طابعة ثلاثية الأبعاد,<p>تُحول كرياليتي سونيك باد طابعتك القديمة إلى آلة طباعة فائقة السرعة باستخدام برنامج كليكر.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li><span>كليكر فورموير:</span> يُقلل من العمل,,,,,Mainstream
177,simple,NG-3DP-006,,BIQU H2 V2S Direct Drive Extruder - Lightweight Upgrade for Your 3D Printer,1,0,visible,,540,3D Printing & CNC,,Standard,0.3,14,10,8,Standard NGS Warranty,Condition: New | Class: Standard,BIQU H2 V2S Direct Drive Extruder - Lightweight Upgrade for Your طابعة ثلاثية الأبعاد,"<p>تستحق طابعتك القديمة الحصول على قلب جديد.</p> <strong>لماذا هذا المنتج؟</strong> <ul style=""direction: rtl;""> <li>**مثالي للوزن الخفيف:** يزن 217 غرام فقط، مما يجعله مناسباً لطابعا",,,,,Mainstream
178,simple,NG-3DP-005,,Elegoo Saturn 3 Ultra - 12K Resin 3D Printer with 10-inch Screen,1,0,visible,,3499,3D Printing & CNC,,Oversized,12,50,45,55,Standard NGS Warranty,Condition: New | Class: Oversized,إيليجو Saturn 3 Ultra - 12K Resin طابعة ثلاثية الأبعاد with 10-inch Screen,"<p>مع إلكوو ساترن 3 ألترا، تحقق من دقة تبلغ 12K على منطقة بناء كبيرة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: ltr;""> <li>دقة 12K: مع 11,520 × 5,120 بكسلً",,,,,Mainstream
179,simple,NG-3DP-004,,eSUN PLA+ Filament 10-Color Pack - 10kg Total for 3D Printing,1,0,visible,,1299,3D Printing & CNC,,Oversized,11,45,35,35,Standard NGS Warranty,Condition: New | Class: Oversized,ملف eSUN PLA+ 10 ألوان - 10 كجم مجموعًا للطباعة ثلاثية الأبعاد,<p>تستحق كل مشروع لونه الخاص. ابدأ مع عشرة ألوان في آن واحد.</p> <ul> <li><strong>10 ألوان متنوعة:</strong> أسود، أبيض، رمادي، أحمر، أزرق، vert، كريمي، أصفر، م่วه، ووردي.</li> <li><strong>PLA+,,,,,Mainstream
180,simple,NG-3DP-003,,Creality K1 Max - Large Format 3D Printer at 600mm/s,1,0,visible,,3380,3D Printing & CNC,,Oversized,16,55,50,55,Standard NGS Warranty,Condition: New | Class: Oversized,كريالتي K1 Max - Large Format طابعة ثلاثية الأبعاد at 600mm/s,<p>مشاريع كبيرة تحتاج طابعة تتناسب مع طموحك.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li><span>حجم بناء ضخم:</span> 300×300×300 مم - أكبر بنسبة 60% من معظم الطابعات السريعة.</li>,,,,,Mainstream
181,simple,NG-3DP-002,,Bambu Lab AMS - Automatic Material System for Multi-Color 3D Printing,1,0,visible,,1250,3D Printing & CNC,,Heavy,2.5,35,25,20,Standard NGS Warranty,Condition: New | Class: Heavy,نظام بامبو لاب آم تلقائي لطباعة ثلاثية الأبعاد متعددة الألوان,<p>إطلق خيالك بأربعة ألوان في طباعة واحدة.</p> <ul> <li><strong>4 ألوان/مواد:</strong> طبّق التصاميم المتعددة الألوان أو ادمج مواد مختلفة (مثل: PLA + TPU).</li> <li><strong>تبديل تلقائي:</stro,,,,,Mainstream
182,simple,NG-3DP-001,,Bambu Lab P1S 3D Printer - Blazing Speed and Pro Quality in an Enclosed Design,1,0,visible,,5099,3D Printing & CNC,,Oversized,14,55,48,55,Standard NGS Warranty,Condition: New | Class: Oversized,بامبو لاب P1S طابعة ثلاثية الأبعاد - Blazing Speed and Pro Quality in an Enclosed Design,"<p>بفضل بامبو لاب بي1س، أصبحت السرعة والجودة متاحة في آلة واحدة.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li><span>500mm/s سرعة:</span> تسارع يصل إلى 20,000mm/s² يكمل الطباعة في د",,,,,Mainstream
183,simple,NG-ACC-010,,WD Red Plus 8TB NAS Hard Drive - Built for Always-On NAS Systems,1,0,visible,,1449,Hardware,,Standard,0.8,18,14,5,Standard NGS Warranty,Condition: New | Class: Standard,Dysks صناعي WD Red Plus 8TB ل sistemasNAS مستقرة على الدوام,<p>جهاز الـ <strong>NAS</strong> الخاص بك يستحق القرص الثابت المخصص له.</p> <ul> <li><strong>تقنية CMR:</strong> تسهم في أداء الكتابة المستمر والموحد.</li> <li><strong>NASware 3.0:</strong> مت,,,,,Mainstream
