المعرف,النوع,رمز المنتج (SKU),GTIN، أو UPC، أو EAN، أو ISBN,الاسم,تم النشر,هل هي مميزة؟,إمكانية العرض في الكاتلوج,وصف قصير,الوصف,تاريخ بدء سعر التخفيض,تاريخ نهاية سعر التخفيض,حالة الضريبة,فئة الضريبة,متوفر؟,المخزون,انخفاض كمية المخزون,الطلبات المسبقة مسموحة؟,تباع بشكل فردي؟,الوزن (كيلوجرام),الطول (سنتيميتر),العرض (سنتيميتر),الارتفاع (سنتيميتر),السماح بمراجعات الزبائن؟,ملاحظة عملية الشراء,سعر التخفيض,السعر الافتراضي,التصنيفات,الوسوم,فئة الشحن,الصور,حدود التنزيل,أيام مدة صلاحية التنزيل,الأب,منتجات مُجمّعة,منتجات يوصى بها,منتجات تسويقية,رابط خارجي,نص الزر,الموضع,العلامات التجارية,Blocksy Custom Data,Blocksy Variation Images
,simple,NG-SH-010,,Eve Energy Smart Plug (Matter/Thread) - Next-Gen Smart Plug with Power Monitoring,1,0,visible,"Smart plug from Eve with Matter over Thread protocol for reliable connectivity without Wi-Fi dependency. Accurately monitors power consumption with historical usage data. Sleek design supporting Apple HomeKit, Google Home, and Samsung SmartThings via Matter.","Want to know exactly how much each appliance in your home consumes and when to turn it off?

**Why This Product?**
- Matter over Thread - no Wi-Fi needed, operates as mesh network for broader coverage
- Precise power monitoring with historical data (Watts, kWh, estimated cost)
- Supports up to 2500W / 11A - sufficient for most household appliances
- No proprietary app needed - works directly with Apple Home and Google Home via Matter
- Compact design that doesn't block adjacent outlets

| Specification | Details |
|---|---|
| Protocol | Matter over Thread |
| Max Load | 2500W / 11A (240V) |
| Power Metering | Yes (Watts, Volts, kWh) |
| Compatibility | Apple HomeKit, Google Home, SmartThings (Matter) |
| Plug Type | Type F (Schuko) |
| Dimensions | 55.2 x 55.2 x 55.8 mm |
| Weight | 88g |
| Thread Certification | Thread 1.3 |",,,taxable,,1,,,0,0,,,,,1,,,209,Smart Home & IoT,,,https://m.media-amazon.com/images/I/41YW4qDr-BL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-011,,SwitchBot Bot (S1) - Robotic Finger That Makes Any Button Smart,1,0,visible,Tiny robotic arm from SwitchBot that physically presses any button or switch remotely. Sticks to any surface with 3M adhesive and connects via Bluetooth with timer and scheduling support. The simplest solution to make non-smart devices smart without any wiring.,"Got an old appliance you wish you could control from your phone but it predates smart technology?

**Why This Product?**
- Mechanical arm physically presses any button - light switch, coffee maker, anything
- Two modes: Press (push and release) and Switch (push and hold for toggle switches)
- CR2 lithium battery lasts up to 600 days
- Instant installation with 3M adhesive tape - no wires or drilling
- Timer and Schedule support via app (Alexa and Google via SwitchBot Hub)

| Specification | Details |
|---|---|
| Actuation Type | Mechanical arm (Press / Switch modes) |
| Connectivity | Bluetooth 4.2 (Wi-Fi/Alexa via SwitchBot Hub) |
| Battery | CR2 Lithium |
| Battery Life | Up to 600 days |
| Press Force | 1.5 kg |
| Mounting | 3M adhesive tape |
| Dimensions | 42.8 x 36.5 x 24 mm |
| Weight | 39g |",,,taxable,,1,,,0,0,,,,,1,,,145,Smart Home & IoT,,,https://m.media-amazon.com/images/I/51WqfFk5D+L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-012,,Aqara Roller Shade Driver E1 (RSD-M01) - Smart Roller Blind Motor with HomeKit,1,0,visible,"Smart motor from Aqara for roller shades/blinds using Zigbee 3.0 with full Apple HomeKit compatibility. Supports manual pull control, app control, and voice control. Built-in 6000mAh battery charges via USB-C and lasts up to one year.","Have roller blinds you wish you could control from your phone without complex installation?

**Why This Product?**
- Fits existing roller shades with tube diameter 28-40mm without replacing the blind
- Built-in 6000mAh battery charges via USB-C, lasts up to 12 months
- Manual pull control with automatic direction detection
- Compatible with Apple HomeKit, Google Home, and Alexa (via Aqara Hub)
- Quiet operation under 35dB, suitable for bedrooms

| Specification | Details |
|---|---|
| Protocol | Zigbee 3.0 (requires Aqara Hub) |
| Compatibility | Apple HomeKit, Google Home, Alexa |
| Battery | 6000mAh Li-Po (USB-C charging) |
| Battery Life | Up to 12 months |
| Max Shade Weight | 4.9 kg |
| Tube Diameter | 28-40 mm |
| Noise Level | Under 35 dB |
| Torque | 0.6 Nm |
| Dimensions | 40 x 40 x 156.5 mm |
| Weight | 195g |",,,taxable,,1,,,0,0,,,,,1,,,295,Smart Home & IoT,,,https://m.media-amazon.com/images/I/31F2d4EBz1L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-013,,Zemismart Zigbee Smart Tubular Motor (ZM25TQ) - Heavy-Duty Roller Blind Motor,1,0,visible,"Smart tubular motor from Zemismart with Zigbee 3.0 designed for roller blinds and blackout shades. 1.2Nm torque handles blinds up to 8kg quietly. Direct 100-240V AC power eliminates battery concerns, with full Tuya and Home Assistant compatibility.","Are your roller blinds too heavy for battery-powered smart motors?

**Why This Product?**
- Tubular motor fits inside the blind tube (25mm diameter) for a clean, hidden installation
- 1.2Nm torque handles roller blinds up to 8kg
- Direct 100-240V AC power - no batteries to charge or replace
- Zigbee 3.0 via Tuya platform with Home Assistant and SmartThings compatibility
- Percentage-based position control (0-100%), not just open/close

| Specification | Details |
|---|---|
| Motor Type | Tubular - 25mm diameter |
| Protocol | Zigbee 3.0 (Tuya) |
| Power | 100-240V AC |
| Torque | 1.2 Nm |
| Max Blind Weight | 8 kg |
| Speed | 28 RPM |
| Noise Level | Under 35 dB |
| Motor Length | 370 mm |
| Compatibility | Tuya / Smart Life, Google Home, Alexa, Home Assistant |",,,taxable,,1,,,0,0,,,,,1,,,399,Smart Home & IoT,,,https://m.media-amazon.com/images/I/51PL7VKR3KL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-014,,MOES Zigbee Smart Thermostat (BHT-002-GCLZB) - Programmable HVAC Control,1,0,visible,Smart thermostat from MOES with Zigbee 3.0 and LCD touchscreen for home temperature regulation. Supports water/electric underfloor heating and Fan Coil central air conditioning. Weekly programmable scheduling with Tuya and Home Assistant compatibility.,"Is your electricity bill high because heating or AC runs all day without smart control?

**Why This Product?**
- Clear LCD touchscreen displays current and target temperature
- Supports 3 systems: water underfloor heating, electric underfloor heating (16A), Fan Coil (central AC)
- Weekly programmable scheduling (5+2, 6+1, or 7-day modes)
- Dual temperature sensors: internal + external NTC probe for precision
- Zigbee 3.0 via Tuya platform with Home Assistant compatibility

| Specification | Details |
|---|---|
| Display | Color LCD Touchscreen |
| Protocol | Zigbee 3.0 (Tuya) |
| Supported Systems | Water underfloor, Electric underfloor (16A), Fan Coil |
| Temperature Range | 5-35°C |
| Accuracy | ±0.5°C |
| Sensors | Internal + External NTC |
| Scheduling | 5+2 / 6+1 / 7-day modes |
| Power | 95-240V AC |
| Dimensions | 86 x 86 x 14.5 mm |
| Compatibility | Tuya / Smart Life, Google Home, Alexa, Home Assistant |",,,taxable,,1,,,0,0,,,,,1,,,195,Smart Home & IoT,,,https://m.media-amazon.com/images/I/51gXL6DRLQL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-015,,Sonoff SNZB-02D Zigbee Temperature & Humidity Sensor with LCD Display,1,0,visible,Temperature and humidity sensor from Sonoff with Zigbee 3.0 and a large built-in LCD display showing readings clearly. Swiss-made Sensirion sensor for high accuracy with CR2477 battery lasting up to 2 years. Smaller and more accurate than the previous generation.,"Want to know the exact temperature and humidity in every room of your home at minimal cost?

**Why This Product?**
- Built-in 2.7"" LCD screen displays temperature and humidity in large, clear text
- Swiss Sensirion sensor with ±0.2°C and ±2% RH accuracy
- Zigbee 3.0 protocol with up to 6 months of data history in the app
- CR2477 battery lasts up to 2 years
- Instant notifications when temperature or humidity exceeds set thresholds

| Specification | Details |
|---|---|
| Sensor | Sensirion (Swiss) |
| Temperature Accuracy | ±0.2°C |
| Temperature Range | -9.9°C to +59.9°C |
| Humidity Accuracy | ±2% RH |
| Humidity Range | 0-99.9% RH |
| Display | 2.7"" LCD |
| Protocol | Zigbee 3.0 |
| Battery | CR2477 (up to 2 years) |
| Dimensions | 45 x 45 x 17.7 mm |
| Weight | 34g |
| Compatibility | eWeLink, Alexa, Google Home, Home Assistant (ZHA/Z2M) |",,,taxable,,1,,,0,0,,,,,1,,,69,Smart Home & IoT,,,https://m.media-amazon.com/images/I/41kqVzxUlFL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-001,,MikroTik hAP ax3 - WiFi 6 Router with RouterOS Power,1,0,visible,WiFi 6 router from MikroTik featuring a quad-core processor and speeds up to 1800Mbps. Four Gigabit Ethernet ports with the advanced RouterOS platform. Ideal for power users who demand full network control.,"Take full control of your network with the **MikroTik hAP ax3**. This WiFi 6 router combines enterprise-grade RouterOS with consumer-friendly design.

**Why This Product?**
- **True WiFi 6 (802.11ax):** Up to 574Mbps on 2.4GHz and 1201Mbps on 5GHz with OFDMA and MU-MIMO support.
- **Powerful Processor:** Quad-core IPQ-6010 at 864MHz handles VPN, firewall, and QoS effortlessly.
- **RouterOS v7:** Full network control via web interface, mobile app, or CLI.
- **4 Gigabit Ports:** 10/100/1000 Ethernet for your wired devices.
- **Sleek Design:** Clean white enclosure with internal antennas.

**Technical Specifications:**
| Model | C53UiG+5HPaxD2HPaxD (hAP ax3) |
|---|---|
| Processor | IPQ-6010, 4-core, 864MHz |
| Memory | 1GB RAM, 128MB NAND |
| WiFi 2.4GHz | 802.11ax, 2x2, up to 574Mbps |
| WiFi 5GHz | 802.11ax, 2x2, up to 1201Mbps |
| Ports | 4x GbE LAN + 1x GbE WAN + 1x USB-C |
| OS | RouterOS v7 (License Level 4) |
| Power | DC 24V / PoE-in (802.3af/at) |
| Dimensions | 120 x 195 x 32 mm |
| Weight | 345 g |",,,taxable,,1,,,0,0,,,,,1,,,459,Networking,,,https://m.media-amazon.com/images/I/41cMH1gvS0L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-002,,TP-Link Deco XE75 (3-Pack) - AXE5400 WiFi 6E Whole-Home Mesh System,1,0,visible,"Tri-band WiFi 6E mesh system covering up to 7,200 sq ft. Harness the new 6GHz band with speeds up to 5400Mbps total. The ultimate solution for large homes with zero dead zones.","Eliminate dead zones once and for all. The **TP-Link Deco XE75** builds a unified WiFi 6E mesh network that blankets your entire home with fast, reliable coverage.

**Why This Product?**
- **Tri-Band WiFi 6E:** Dedicated 6GHz band (2402Mbps) plus 5GHz (2402Mbps) and 2.4GHz (574Mbps) for congestion-free connectivity.
- **7,200 sq ft Coverage:** Three units form a seamless mesh with zero-handoff roaming.
- **Up to 200 Devices:** Handle every smart device in your home without breaking a sweat.
- **Advanced Security:** TP-Link HomeShield provides parental controls and real-time threat protection.
- **Easy Setup:** Deco app guides you through setup in minutes, no expertise needed.

**Technical Specifications:**
| Model | Deco XE75 (3-pack) |
|---|---|
| Standard | WiFi 6E (802.11ax) |
| Total Speed | AXE5400 (574+2402+2402 Mbps) |
| Bands | Tri-band (2.4GHz + 5GHz + 6GHz) |
| Ports | 3x GbE per unit |
| Coverage | Up to 7,200 sq ft (3 units) |
| Device Capacity | Up to 200 devices |
| Security | WPA3, HomeShield |
| Dimensions (per unit) | 113 x 113 x 163 mm |",,,taxable,,1,,,0,0,,,,,1,,,1349,Networking,,,https://m.media-amazon.com/images/I/41y-ZoJFnpL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-003,,Ubiquiti UniFi Switch Lite 16 PoE - 16-Port Managed Gigabit PoE+ Switch,1,0,visible,"16-port managed Gigabit switch with 8 PoE+ ports delivering 45W total PoE budget. Fully managed through the UniFi platform. Ideal for powering access points, cameras, and VoIP phones.","Build a professional network with the **UniFi Switch Lite 16 PoE**. Power your devices with data and electricity over a single cable.

**Why This Product?**
- **8 PoE+ Ports:** 45W total budget powers UniFi APs, G4 cameras, and VoIP phones.
- **16 Gigabit Ports:** Ample capacity for small to medium deployments.
- **UniFi Management:** Centralized control via UniFi Network Controller with per-port statistics.
- **Fanless Design:** Completely silent operation for office and home environments.
- **Compact Form Factor:** Desktop-friendly design that fits anywhere.

**Technical Specifications:**
| Model | USW-Lite-16-PoE |
|---|---|
| Ports | 16x GbE RJ45 (8x PoE+) |
| SFP | None |
| PoE Budget | 45W |
| Switching Capacity | 16 Gbps (non-blocking) |
| Management | UniFi Network (Layer 2) |
| Cooling | Fanless |
| Power | External adapter |
| Dimensions | 275 x 110 x 27 mm |
| Weight | 467 g |",,,taxable,,1,,,0,0,,,,,1,,,849,Networking,,,https://m.media-amazon.com/images/I/31fRR0VWvXL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-004,,MikroTik CRS305-1G-4S+IN - 4-Port 10G SFP+ Desktop Switch,1,0,visible,Compact desktop switch with four 10Gbps SFP+ ports and one Gigabit management port. Dual OS support (RouterOS/SwOS). The most affordable way to bring 10G speeds to your network.,"Enter the world of 10 Gigabit networking without breaking the bank. The **MikroTik CRS305-1G-4S+IN** delivers four SFP+ ports at 10Gbps in a palm-sized fanless enclosure.

**Why This Product?**
- **4x SFP+ (10G) Ports:** Connect servers and NAS devices at 10Gbps via DAC cables or SFP+ modules.
- **Unbeatable Price:** The most affordable 10G switch on the market with MikroTik reliability.
- **Dual OS:** Choose between RouterOS v7 (advanced routing) or SwOS (simple switching).
- **Compact Design:** Fanless, palm-sized, desk or wall mountable.
- **Dedicated 1GbE Management:** Separate RJ45 port for management without consuming 10G ports.

**Technical Specifications:**
| Model | CRS305-1G-4S+IN |
|---|---|
| Processor | Marvell 98DX3236, 800MHz |
| Memory | 256MB RAM, 16MB Flash |
| 10G Ports | 4x SFP+ (10Gbps each) |
| Management Port | 1x GbE RJ45 |
| Switching Capacity | 80 Gbps |
| OS | RouterOS v7 / SwOS |
| Cooling | Fanless |
| Power | DC 24V or PoE-in (802.3af/at) |
| Dimensions | 142 x 115 x 28 mm |
| Weight | 265 g |",,,taxable,,1,,,0,0,,,,,1,,,689,Networking,,,https://m.media-amazon.com/images/I/31GuvtmZVpL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-005,,Ubiquiti UniFi 6 Lite - WiFi 6 Access Point (AX1500),1,0,visible,WiFi 6 ceiling-mount access point with speeds up to 1500Mbps. PoE-powered and managed through the UniFi platform. The ideal way to extend professional-grade wireless coverage.,"Upgrade to enterprise-grade wireless with the **UniFi 6 Lite**. Sleek design, reliable WiFi 6 performance, and affordable pricing make it the go-to AP for any deployment.

**Why This Product?**
- **WiFi 6 (802.11ax):** Up to 300Mbps on 2.4GHz and 1200Mbps on 5GHz with OFDMA and BSS Coloring.
- **PoE Powered:** Runs on a single Ethernet cable (802.3af) with no separate power outlet needed.
- **UniFi Management:** Full visibility into connected clients with Guest Portal and Traffic Management.
- **Ceiling Mount Design:** Just 160mm diameter in white, blends with any decor.
- **300+ Devices:** Handles high-density environments with ease.

**Technical Specifications:**
| Model | U6-Lite |
|---|---|
| Processor | MediaTek MT7621DAT (880MHz) |
| WiFi 2.4GHz | 802.11ax, 2x2 MIMO, up to 300Mbps |
| WiFi 5GHz | 802.11ax, 2x2 MU-MIMO, up to 1200Mbps |
| Total Speed | AX1500 |
| Network | 1x GbE RJ45 |
| Power | 802.3af PoE (12W max) |
| Mounting | Ceiling / Wall |
| Dimensions | 160 x 160 x 32.65 mm |
| Weight | 300 g |",,,taxable,,1,,,0,0,,,,,1,,,499,Networking,,,https://m.media-amazon.com/images/I/21ZEtQ2RnKL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-006,,TP-Link TL-SG108E - 8-Port Gigabit Easy Smart Managed Switch,1,0,visible,"8-port Gigabit managed switch with VLAN, QoS, and IGMP Snooping. Metal housing with fanless design. Get managed switch features at an unmanaged switch price.","Why pay more for a managed switch? The **TP-Link TL-SG108E** delivers advanced management features at an entry-level price point.

**Why This Product?**
- **8 Gigabit Ports:** Full 10/100/1000Mbps on every port for high-speed data transfer.
- **VLAN Support:** Create isolated networks for cameras, guests, and management traffic.
- **QoS:** Automatic priority for critical traffic like VoIP and streaming.
- **Metal Housing:** Sturdy build quality with natural heat dissipation.
- **Fanless Operation:** 100% silent, suitable for any environment.

**Technical Specifications:**
| Model | TL-SG108E |
|---|---|
| Ports | 8x GbE RJ45 (10/100/1000) |
| Switching Capacity | 16 Gbps |
| MAC Table | 4K entries |
| Features | VLAN, QoS, IGMP Snooping, Port Mirroring |
| Management | Web GUI, Easy Smart Utility |
| Cooling | Fanless |
| Housing | Metal |
| Dimensions | 158 x 101 x 25 mm |
| Weight | 340 g |",,,taxable,,1,,,0,0,,,,,1,,,119,Networking,,,https://m.media-amazon.com/images/I/41wqE1sXQ+L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-007,,Ubiquiti EdgeRouter X - Advanced Gigabit Router in a Pocket-Sized Form,1,0,visible,"Advanced router with 5 Gigabit ports and PoE passthrough. Supports VPN, firewall, and VLAN with up to 1 million packets per second throughput. Enterprise features at an unbeatable price.","Do not let the small size fool you. The **Ubiquiti EdgeRouter X** packs enterprise-grade routing capabilities that rival devices costing many times more.

**Why This Product?**
- **Blazing Performance:** Dual-core MIPS1004Kc processor achieves up to 1 Mpps with hardware offloading.
- **5 Gigabit Ports:** Sufficient for small offices with VLAN support on every port.
- **PoE Passthrough:** Port 5 outputs 24V passive PoE to power another UniFi device.
- **EdgeOS:** Powerful Vyatta-based OS with intuitive web GUI and full CLI access.
- **Unbeatable Value:** Enterprise performance at a consumer price point.

**Technical Specifications:**
| Model | ER-X |
|---|---|
| Processor | MediaTek MT7621AT, Dual-Core 880MHz |
| Memory | 256MB DDR3 RAM, 256MB NAND |
| Ports | 5x GbE RJ45 |
| PoE | 24V Passive PoE In (eth0) + Passthrough (eth4) |
| Performance | Up to 1 Mpps |
| VPN | IPsec, OpenVPN, PPTP, L2TP |
| OS | EdgeOS (Vyatta-based) |
| Power | 12W max |
| Dimensions | 110 x 75 x 22 mm |
| Weight | 175 g |",,,taxable,,1,,,0,0,,,,,1,,,289,Networking,,,https://m.media-amazon.com/images/I/31ggEj0MKQL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-008,,MikroTik hEX S (RB760iGS) - 5-Port Gigabit Router with SFP and USB,1,0,visible,"MikroTik router with 5 Gigabit ports, SFP cage, and USB port. Dual-core 880MHz processor with hardware encryption support. Combines power and flexibility at a great price.","Need a router that truly understands networking? The **MikroTik hEX S** is the smart choice for anyone who wants full network control with unmatched flexibility.

**Why This Product?**
- **SFP Port:** Connect fiber optics directly without an external media converter.
- **Dual-Core Processor (880MHz):** Handles encrypted VPN (IPsec hardware acceleration) with high performance.
- **USB Port:** For external storage or 4G/LTE modem as a failover connection.
- **PoE Out:** Port 5 outputs PoE to power another device.
- **RouterOS v7:** The most powerful network OS with thousands of features.

**Technical Specifications:**
| Model | RB760iGS (hEX S) |
|---|---|
| Processor | MediaTek MT7621AT, Dual-Core 880MHz |
| Memory | 256MB RAM, 16MB Flash |
| Ports | 5x GbE RJ45 + 1x SFP + 1x USB-A |
| PoE | PoE Out on Port 5 |
| Encryption | Hardware IPsec (AES-128/256) |
| OS | RouterOS v7 (License Level 4) |
| Power | DC 24V, 11W max |
| Dimensions | 113 x 89 x 28 mm |
| Weight | 275 g |",,,taxable,,1,,,0,0,,,,,1,,,359,Networking,,,https://m.media-amazon.com/images/I/41T1L5iCG3L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-009,,Netgear GS308E - 8-Port Gigabit Plus Smart Managed Switch,1,0,visible,"8-port Gigabit smart managed switch from Netgear with VLAN, QoS, and Port Mirroring. Metal housing, fanless design. Reliable performance at a competitive price.","Plug-and-play simplicity meets smart management. The **Netgear GS308E** combines ease of use with advanced features in a compact, metal enclosure.

**Why This Product?**
- **8 Gigabit Ports:** Each port supports 10/100/1000Mbps with auto-speed detection.
- **Smart VLANs:** Segment traffic easily via web GUI or NETGEAR Insight app.
- **Built-in QoS:** Automatic prioritization for voice and video traffic.
- **Metal Housing:** High build quality with passive cooling.
- **Plug & Play:** Works as an unmanaged switch out of the box, enable management when needed.

**Technical Specifications:**
| Model | GS308E |
|---|---|
| Ports | 8x GbE RJ45 (10/100/1000) |
| Switching Capacity | 16 Gbps |
| Features | VLAN, QoS, Port Mirroring, IGMP Snooping |
| Management | Web GUI, NETGEAR Insight (Cloud) |
| Cooling | Fanless |
| Housing | Metal |
| Dimensions | 158 x 101 x 29 mm |
| Weight | 360 g |",,,taxable,,1,,,0,0,,,,,1,,,109,Networking,,,https://m.media-amazon.com/images/I/41jMTH6OGPL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-010,,Ubiquiti UniFi USW-Flex-Mini - Ultra-Compact 5-Port Managed Switch,1,0,visible,Palm-sized 5-port Gigabit managed switch. Powered by USB-C or PoE. Full UniFi management platform integration. Perfect for expanding your network anywhere.,"Small in size, big in capability. The **UniFi USW-Flex-Mini** is the smallest managed switch in the UniFi family, ready to go wherever you need it.

**Why This Product?**
- **5 Gigabit Ports:** Enough to expand connectivity behind a desk or entertainment center.
- **USB-C Power:** Connect to any USB-C charger or power bank for portability.
- **PoE Input:** Also works via 802.3af PoE on port 1.
- **Full UniFi Management:** VLANs and per-port statistics via UniFi Controller.
- **Ultra-Compact:** Smaller than your smartphone.

**Technical Specifications:**
| Model | USW-Flex-Mini |
|---|---|
| Ports | 5x GbE RJ45 |
| Switching Capacity | 5 Gbps (non-blocking) |
| Management | UniFi Network (Layer 2) |
| Features | VLAN, Port Isolation, Storm Control |
| Power | USB-C (5V/1A) or 802.3af PoE |
| Consumption | 2.5W max |
| Dimensions | 85 x 70 x 21.5 mm |
| Weight | 97 g |",,,taxable,,1,,,0,0,,,,,1,,,99,Networking,,,https://m.media-amazon.com/images/I/21R3FX3ZRFL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-011,,TP-Link Archer AXE75 - AXE5400 Tri-Band WiFi 6E Router,1,0,visible,Tri-band WiFi 6E router with 5400Mbps total speed. Supports the new 6GHz band with 4 external antennas and USB 3.0 port. Ideal for gaming and 4K streaming without lag.,"Experience next-generation internet. The **TP-Link Archer AXE75** unlocks the new 6GHz band with speeds and coverage previously unavailable.

**Why This Product?**
- **Tri-Band WiFi 6E:** Dedicated 6GHz (2402Mbps) for modern devices + 5GHz (2402Mbps) + 2.4GHz (574Mbps).
- **Tri-Core Processor (1.7GHz):** Handles dozens of devices smoothly without slowdowns.
- **USB 3.0 Port:** Share files across your network from an external drive.
- **EasyMesh Compatible:** Combine with other EasyMesh devices for extended coverage.
- **OneMesh Support:** Compatible with TP-Link OneMesh range extenders for seamless roaming.

**Technical Specifications:**
| Model | Archer AXE75 |
|---|---|
| Standard | WiFi 6E (802.11ax) |
| Total Speed | AXE5400 (574+2402+2402 Mbps) |
| Processor | Tri-Core 1.7GHz |
| Ports | 1x 2.5GbE WAN + 4x GbE LAN + 1x USB 3.0 |
| Antennas | 4 external high-performance |
| Security | WPA3, HomeShield |
| Dimensions | 262 x 145 x 54 mm |
| Weight | 610 g |",,,taxable,,1,,,0,0,,,,,1,,,789,Networking,,,https://m.media-amazon.com/images/I/41kDVg-b3BL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-NET-012,,Ubiquiti UniFi Cloud Gateway Ultra - All-in-One UniFi Gateway,1,0,visible,"Compact UniFi gateway combining router and UniFi Controller in one device. 2.5GbE WAN port, 4x GbE LAN ports with IDS/IPS support. The ideal heart of any UniFi network.","Start your professional UniFi network the easy way. The **UniFi Cloud Gateway Ultra** is everything you need as a smart gateway managing all your UniFi devices from one place.

**Why This Product?**
- **Built-in UniFi Controller:** No separate server needed - manages all UniFi devices directly.
- **2.5GbE WAN Port:** Ready for ultra-fast internet speeds up to 2.5 Gbps.
- **Built-in IDS/IPS:** Threat protection at up to 1 Gbps throughput.
- **4 GbE LAN Ports:** Functions as both router and switch.
- **Cloud Management:** Control your network from anywhere via the UniFi app or unifi.ui.com.

**Technical Specifications:**
| Model | UCG-Ultra |
|---|---|
| Processor | ARM Cortex-A53, Quad-Core 1.0GHz |
| Memory | 2GB DDR4 RAM, 16GB eMMC |
| WAN | 1x 2.5GbE RJ45 |
| LAN | 4x GbE RJ45 |
| IDS/IPS Throughput | Up to 1 Gbps |
| Features | UniFi Controller, Threat Management, VPN Server, Traffic Analytics |
| Power | USB-C (5V/3A) |
| Dimensions | 132 x 132 x 32 mm |
| Weight | 350 g |",,,taxable,,1,,,0,0,,,,,1,,,549,Networking,,,https://m.media-amazon.com/images/I/31Kp6xf0E7L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-GAM-001,,8BitDo Ultimate C Bluetooth Controller - Multi-Platform Gaming,1,0,visible,"Bluetooth wireless controller compatible with Nintendo Switch, Android, Steam, and PC. Ergonomic design with Hall Effect analog sticks. Excellent performance at a budget-friendly price.","Play freely on any platform. The **8BitDo Ultimate C** is a smart controller combining performance and broad compatibility without breaking the bank.

**Why This Product?**
- **Multi-Platform Bluetooth:** Compatible with Switch, Android, Steam Deck, and PC without dongles.
- **Hall Effect Sticks:** Magnetic analog sticks resistant to long-term drift.
- **Ergonomic Design:** Soft rubber grips for extended gaming sessions.
- **25-Hour Battery:** Lasts a full week of moderate use.
- **Customizable Buttons:** Via the 8BitDo Ultimate Software app.

**Technical Specifications:**
| Model | Ultimate C Bluetooth |
|---|---|
| Connectivity | Bluetooth 5.0 |
| Compatibility | Switch, Android, Steam, PC |
| Sticks | Hall Effect Analog Sticks |
| Vibration | Yes (Rumble) |
| Battery | 25 hours (1000mAh) |
| Charging | USB-C |
| Weight | 220 g |",,,taxable,,1,,,0,0,,,,,1,,,159,Gaming,,,https://m.media-amazon.com/images/I/61ZuyK+HWTL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-GAM-002,,Razer DeathAdder V3 HyperSpeed - Ultra-Light Wireless Gaming Mouse,1,0,visible,Professional wireless gaming mouse with Focus Pro 26K sensor and sub-1ms response time. Ultra-light 55g weight with up to 235-hour battery life. Iconic ergonomic design refined for esports.,"The legend returns, lighter and faster than ever. The **Razer DeathAdder V3 HyperSpeed** combines the iconic ergonomic shape with the fastest wireless technology in gaming.

**Why This Product?**
- **Focus Pro 26K Sensor:** Up to 26,000 DPI with tracking on any surface including glass.
- **Just 55 Grams:** One of the lightest wireless mice in the world, no holes needed.
- **HyperSpeed Wireless:** Sub-1ms latency, faster than many wired mice.
- **235-Hour Battery:** On HyperSpeed (up to 615 hours via Bluetooth).
- **Iconic DeathAdder Shape:** Ergonomic form trusted by millions of gamers worldwide.

**Technical Specifications:**
| Model | DeathAdder V3 HyperSpeed |
|---|---|
| Sensor | Focus Pro 26K (26,000 DPI) |
| Connectivity | HyperSpeed 2.4GHz + Bluetooth |
| Speed | Up to 750 IPS |
| Acceleration | 70G |
| Buttons | 6 programmable |
| Switches | Razer Mechanical Gen-2 (90M clicks) |
| Battery | 235 hrs (HyperSpeed) / 615 hrs (BT) |
| Weight | 55 g |
| Dimensions | 128.3 x 67.8 x 43.7 mm |",,,taxable,,1,,,0,0,,,,,1,,,499,Gaming,,,https://m.media-amazon.com/images/I/61pMI0MYHUL._AC_SL1500_.jpg,,,,,,,,,0,,,
